iterations,duration,call,division,memory,other,programflow
3200,21.148849589,0.0105425643920898,0.0174898147583008,0.0175697708129883,0.0174755668640137,0.0173751068115234
3300,37.91571724,0.013812089399858,0.00645505962949811,0.0175492720170455,0.0156043035333807,0.0127526485558712
3400,24.250851771,0.00889000387752757,0.017599469353171,0.0176294663373162,0.017636090446921,0.0173580932617188
3500,71.873722981,0.0103050188337054,0.00929190499441964,0.006548828125,0.00644587053571429,0.006525390625
3600,44.04586633,0.0142742750379774,0.0138203430175781,0.0116533915201823,0.017397223578559,0.00657948811848958
3700,56.753117831,0.0142284166490709,0.00652239825274493,0.0174965688344595,0.00815992200696791,0.00791766192461993
3800,36.902565284,0.0143089695980674,0.0154993157637747,0.0172897338867188,0.00642774079975329,0.0171889134457237
3900,21.129121271,0.0146777500250401,0.0174943033854167,0.0173265819060497,0.0175250870142228,0.0172988969851763
4000,79.149308411,0.0149013366699219,0.00659097290039063,0.00653794860839844,0.00740953063964844,0.00643626403808594
4100,92.33345068,0.00772099192549543,0.00644291575362043,0.00696518316501524,0.00663538490853659,0.00656896079458842
4200,77.938656343,0.0146678815569196,0.0065001714797247,0.00792903355189732,0.00980135963076637,0.00658243815104167
4300,45.961038009,0.0147887189998183,0.00821313192678052,0.0174365944086119,0.0105832547919695,0.0175201841842297
4400,49.914459861,0.0147008028897372,0.00628460970791903,0.016031064120206,0.0142100802334872,0.0145131475275213
4500,70.205973759,0.0106104600694444,0.00790421549479167,0.0112734917534722,0.00645372178819444,0.0173181830512153
4600,82.088796367,0.00889758566151495,0.00669928509256114,0.00791656494140625,0.0171826702615489,0.00652784264605978
4700,42.405436761,0.015271307762633,0.0168158738156582,0.0175216480011636,0.00655529265708112,0.0175047010056516
4800,82.204791689,0.00804927825927734,0.0108164596557617,0.00657992045084635,0.0174801762898763,0.00661383310953776
4900,25.058355059,0.0150826216717156,0.0175329091597577,0.017442589584662,0.0175447300502232,0.0175262575733418
5000,44.743592263,0.010356396484375,0.0174852294921875,0.0109082275390625,0.0175720947265625,0.01755380859375
5100,75.06372681,0.00886055740655637,0.0173610313265931,0.00686293658088235,0.00847479128370098,0.0157126871744792
5200,35.97342864,0.015326655461238,0.0170270362267127,0.0175980905386118,0.0124842247596154,0.0173975900503305
5300,68.394214619,0.0153852239644752,0.00666620218528892,0.0174454599056604,0.00670265053803066,0.0162389906397406
5400,52.477266716,0.0153382477936921,0.0145678484881366,0.0175215996636285,0.00662347864221644,0.0174664645724826
5500,60.881664093,0.0104401522549716,0.0157352960759943,0.0174190784801136,0.00649947842684659,0.0174724010120739
5600,88.602044332,0.0151904732840402,0.00700665065220424,0.0174525342668806,0.00679015023367746,0.00770087105887277
5700,98.603868481,0.00852603310032895,0.00649696751644737,0.0127874970017818,0.0132265218098958,0.00796248586554276
5800,89.355633005,0.0130344785492996,0.00812671529835668,0.0176238277040679,0.00672595846241918,0.00974812474744073
5900,61.295101494,0.0155606441174523,0.0174184818591102,0.0175998079978814,0.00698000115863348,0.0118183717889301
6000,78.980971436,0.0132290852864583,0.0132190348307292,0.0105428059895833,0.00649577840169271,0.0174101969401042
6100,82.930467433,0.0147141653592469,0.0138650362608863,0.00754940845927254,0.017594994716957,0.0065369652920082
6200,65.693376778,0.0157136683310232,0.0149513195407006,0.0141957239950857,0.0173949210874496,0.0064372302639869
6300,53.728517171,0.0154710073319692,0.00676872132316468,0.0174497961619544,0.0173888675750248,0.0177162582155258
6400,84.614025953,0.0157559108734131,0.00676429748535156,0.0147870922088623,0.00642183303833008,0.017468433380127
6500,95.94198591,0.0157235764723558,0.00673662860576923,0.0159073955829327,0.00976198167067308,0.00863550743689904
6600,122.990368318,0.0150356870709044,0.0064732314601089,0.00654276529947917,0.00991419011896307,0.00714739250414299
6700,100.745629687,0.0157958984375,0.00648602386019123,0.0162383577716884,0.00643061851387593,0.0106740831972948
6800,59.337754618,0.0106797880284926,0.0174979625028722,0.0174154573328355,0.0109857447007123,0.0175462700338925
6900,86.731542344,0.00997221573539402,0.0174889871348505,0.00761757670969203,0.0176735786769701,0.0105042123103487
7000,128.01239905,0.00779779052734375,0.00639979771205357,0.00755534144810268,0.00853844342912946,0.0156230991908482
7100,119.619850022,0.0124966817506602,0.00676556654379401,0.00662731761663732,0.015884726081096,0.0090911005584287
7200,76.317786329,0.0158061303032769,0.011460935804579,0.0174209340413411,0.0066176266140408,0.0174917432996962
7300,35.573909237,0.0160476224716396,0.0174776427386558,0.0174416069135274,0.0172889772180009,0.0174899333797089
7400,134.625281992,0.0121465322133657,0.00659015552417652,0.00688763592694257,0.0146760187922297,0.00673429746885557
7500,135.225162601,0.007785009765625,0.0110527506510417,0.0101814046223958,0.0117450113932292,0.00643218587239583
7600,164.195622932,0.00911780106393914,0.00740306653474507,0.00641556589226974,0.00644175479286595,0.00640518188476563
7700,85.983639276,0.0175454593014407,0.0141448419744318,0.0090564995307427,0.00946226442015016,0.017480397410207
7800,63.805823331,0.00742374517978766,0.0174867991912059,0.0158049519856771,0.0175264485677083,0.0173594939403045
7900,139.884322776,0.0157183683371242,0.0114011894902097,0.00782228880290744,0.00640562419649921,0.00666245086283623
8000,151.638973784,0.0137084426879883,0.00766579437255859,0.00799296569824219,0.00627347564697266,0.00849645233154297
8100,70.070708017,0.0174748926986883,0.0174291314019097,0.00891057520736883,0.0170304361979167,0.012922807858314
8200,171.320944689,0.00652724847560976,0.00976065286775915,0.00650880394912348,0.00658558915301067,0.00860897901581555
8300,79.67073966,0.00843972815088479,0.01748730027532,0.0110404876341303,0.0175261862881212,0.0174833146060806
8400,108.073593129,0.00764572143554688,0.0133154587518601,0.0169261096772693,0.00677976335797991,0.0176318722679501
8500,175.483241348,0.00660782398897059,0.011598726160386,0.00650153664981618,0.00714359777113971,0.00719998707490809
8600,123.195496585,0.0178411439407703,0.00846176502316497,0.017569026503452,0.00766629950944768,0.00692323906477108
8700,135.071153203,0.0130058551656789,0.00631805770698635,0.0174614215719289,0.00701952002514368,0.00993251756690014
8800,120.541267104,0.0174048891934482,0.0113499450683594,0.00660038341175426,0.0174810721657493,0.00629087274724787
8900,157.209487723,0.00987118153089888,0.00953873195005267,0.0122470881429951,0.00667795245567065,0.0100522364927142
9000,102.770964711,0.0146063707139757,0.00900992160373264,0.0174567735460069,0.0122744411892361,0.0127992214626736
9100,137.715394294,0.0121990966796875,0.017475096314818,0.00713087815504808,0.00974225054730426,0.00833334451193338
9200,147.608316951,0.0170412610924762,0.007735595703125,0.00952975729237432,0.0112294404403023,0.00632523909859035
9300,110.982954026,0.0175819511823757,0.00666125882056452,0.0173583393712198,0.00663598501554099,0.0168475735572077
9400,135.104951221,0.0123101352123504,0.0162183591152759,0.00708275328291223,0.0144330743018617,0.0079588025681516
9500,126.814852243,0.0144440211245888,0.0065708650287829,0.0144368061266447,0.0171988975123355,0.00827442691200658
9600,115.251562057,0.0104618263244629,0.0124482027689616,0.0121750640869141,0.0127837626139323,0.0176076889038086
9700,125.483543232,0.0153560111448937,0.0119500417807668,0.0095294315298808,0.0104019196500483,0.0150173352428318
9800,92.62315268,0.0176380764708227,0.0156365842235332,0.0175552243602519,0.0118501499720982,0.00938309650031888
9900,145.77157125,0.0138319474037247,0.0133139623776831,0.00633044926807134,0.0104329118824968,0.0117618568497475
10000,132.732201953,0.015221923828125,0.00878875732421875,0.00632784423828125,0.0137520874023438,0.016498193359375
mean,67.3493059924357,0.0122957847494141,0.0120162641725152,0.0129620193157176,0.0118435221249328,0.012634127024155
variant,2270.35041510072,0.0000136,0.0000232,0.0000233,0.0000238,0.0000242
stddeviation,47.6481942480586,0.0036930006808157,0.00482052620241661,0.00482534506704141,0.00487943004800569,0.00491471193462826
