iterations,duration,call,division,memory,other,programflow
5800,101.493549993,0.006048699740705819,0.006491109913793104,0.00629217739762931,0.006195057836072198,0.006623493063038793
5900,103.911887409,0.006538230766684322,0.006077911894200212,0.006073784262447034,0.006117450261520127,0.006282338287870763
6000,101.382824947,0.00599609375,0.006398305257161459,0.006663360595703125,0.007190297444661459,0.006149454752604167
6100,106.840087254,0.006306212378329918,0.006069365954789959,0.006190255587218238,0.006151693375384222,0.006179269259093238
6200,107.925772115,0.006314628354964717,0.006010358256678427,0.006232073383946573,0.006182821950604839,0.006471784037928427
6300,108.007935226,0.006544257269965278,0.006619611467633928,0.005759626116071429,0.0064828927176339285,0.006431700691344246
6400,111.318503348,0.005941848754882812,0.006109046936035156,0.0064740943908691406,0.006510038375854493,0.0064293289184570316
6500,112.844975033,0.006421790489783654,0.006734027569110577,0.0063499755859375,0.006420194185697115,0.0063707838792067305
6600,116.869744762,0.006348987926136363,0.006408663662997159,0.006284873268821023,0.006390057188091856,0.006089153867779356
6700,116.982509133,0.006190467948344216,0.006398124125466418,0.006134743761660448,0.006417017694729478,0.006120231970032649
6800,118.971601494,0.006314724192899816,0.006368749281939338,0.0063299381031709555,0.0061019628188189335,0.0063106940774356616
6900,119.078013747,0.00642318946727808,0.006219924705615942,0.006214281165081522,0.006113298941349638,0.006536679475203804
7000,119.712797569,0.005982509068080357,0.006515616280691965,0.006643502371651786,0.006431658063616071,0.00646588134765625
7100,122.477702892,0.006098297548965669,0.006294211804027288,0.0063674453950264085,0.006477042184749119,0.0074039856816681335
7200,128.015881202,0.006408937242296007,0.0065535057915581596,0.006206020779079861,0.006126064724392361,0.006077753702799479
7300,128.51320048,0.0064685393032962325,0.006359545563998288,0.006526965833690068,0.00636361736140839,0.006136491331335616
7400,129.718223504,0.006286365405933277,0.006239904455236487,0.00634162696632179,0.006275807973500845,0.006314878721494933
7500,130.781748768,0.0061658447265625,0.006544816080729167,0.0064635498046875,0.006344156901041667,0.00621044921875
7600,128.004373793,0.009032271535773026,0.006322551526521381,0.006149372301603618,0.00633196379009046,0.006429563823499178
7700,135.860733519,0.0065088049157873374,0.006044216403713474,0.00623134860744724,0.006385759626116072,0.006187530121245941
7800,133.006765104,0.0063101978791065706,0.007124766814403045,0.006436532827524039,0.006492951221955128,0.0064329176682692306
7900,138.40352388,0.006511292276503164,0.006082369647448576,0.006584426300435126,0.006520903382120253,0.006384995858880538
8000,139.731693017,0.006412002563476562,0.007050514221191406,0.006048774719238282,0.006224418640136719,0.0061230545043945315
8100,139.6630631,0.00602330337336034,0.006380366572627315,0.006415495695891203,0.006196477442611883,0.007134791244695216
8200,141.639714485,0.006310767197027439,0.00670264267339939,0.006404411502000763,0.006193006562023628,0.00622107529058689
8300,100.089080862,0.010356151167168674,0.011562544121799698,0.011124260224491717,0.009305169898343374,0.013413299192865212
8400,105.487621667,0.008185046968005953,0.011262751988002232,0.012264622279575893,0.009419700985863096,0.014910489036923363
8500,149.018110846,0.006496294806985294,0.006320836684283088,0.006267140107996324,0.006323127297794118,0.006287245806525735
8600,147.951916115,0.00623024164244186,0.006381999171057413,0.00656086056731468,0.006205266908157704,0.006160973837209302
8700,149.937404487,0.006245061063218391,0.006389560041756465,0.006519578955639368,0.006358081335308908,0.006215448489134339
8800,154.81709484,0.006371203335848722,0.006391566883433949,0.006541290283203125,0.00616853193803267,0.0060844560102982954
8900,154.356334384,0.006534828443205758,0.006506093914589186,0.0063764182101474715,0.006335380639922753,0.006622533905372191
9000,154.993970731,0.006709004720052083,0.006270582411024306,0.006230611165364584,0.006309719509548611,0.006585537380642361
9100,156.990455264,0.0065402188143887366,0.006834656432434753,0.0063749208555116755,0.006266385591947116,0.006334557166466346
9200,158.780622773,0.006544003693953805,0.006446101976477581,0.0064287998365319295,0.006247624936311142,0.006306689718495245
9300,122.928378822,0.006888834635416666,0.027406183058215725,0.009560363113239247,0.027125244140625,0.020771005281838038
9400,142.860233986,0.02661637326504322,0.007171059466422872,0.008292827200382314,0.008338986660571809,0.007308895029920213
9500,154.254583889,0.00904896304481908,0.00936864591899671,0.009953748201069078,0.006310032894736842,0.009855809261924342
9600,167.078269987,0.0063965288798014325,0.006076189676920573,0.00612924575805664,0.006317240397135417,0.0060988044738769535
9700,168.75689257,0.006707417596246779,0.006347354220360825,0.006756447074339562,0.00633397682425902,0.006316075275853737
9800,171.331990027,0.006160359285315688,0.006486181142378826,0.006319032007334184,0.006350022919323979,0.006237612354512118
9900,172.596007685,0.006094717931265783,0.006188829210069444,0.0062379409327651516,0.006023510248974116,0.006234938496291035
10000,171.066946888,0.00653016357421875,0.00629952392578125,0.0061413330078125,0.006653399658203125,0.0062373291015625
mean,85.28145331508912,0.006716214733897967,0.006747041390280078,0.006404886519623135,0.006616865877013422,0.0066501514349382625
variant,2413.485370417621,5.0970028263581776e-06,6.2154464958848034e-06,1.475247715133444e-06,5.238548962071327e-06,4.132486863913967e-06
stddeviation,49.12723654366915,0.0022576542752064978,0.002493079721125019,0.0012145977585741891,0.0022887876620760013,0.0020328519040781028
